"cuenta";"iniciodeuda";"iniciofechadeuda";"ultimafechadeuda";"idciclo"
15391;2023;"2023-02-01";"2023-02-01";83
15395;2022;"2022-04-01";"2023-02-01";83
15396;2023;"2023-01-02";"2023-02-01";83
15411;2022;"2022-10-01";"2023-02-01";83
15415;2021;"2021-10-01";"2023-02-01";83
15433;2020;"2020-08-03";"2023-02-01";83
15466;2022;"2022-10-01";"2023-02-01";83
15480;2022;"2022-12-01";"2023-02-01";83
15513;2023;"2023-02-01";"2023-02-01";83
15543;2012;"2012-03-21";"2023-02-01";83
15598;2019;"2019-02-08";"2023-02-01";83
15600;2019;"2019-07-02";"2023-02-01";83
15601;2022;"2022-12-01";"2023-02-01";83
15604;2021;"2021-08-02";"2023-02-01";83
15605;2022;"2022-03-02";"2023-02-01";83
15606;2022;"2022-03-02";"2023-02-01";83
15619;2023;"2023-02-01";"2023-02-01";83
15628;2023;"2023-02-01";"2023-02-01";83
15672;2022;"2022-12-01";"2023-02-01";83
15684;2023;"2023-02-01";"2023-02-01";83
15697;2023;"2023-01-02";"2023-02-01";83
15738;2023;"2023-02-01";"2023-02-01";83
15747;2022;"2022-06-01";"2023-02-01";83
15772;2023;"2023-02-01";"2023-02-01";83
15822;2022;"2022-12-01";"2023-02-01";83
15906;2023;"2023-01-02";"2023-02-01";83
15907;2022;"2022-02-01";"2023-02-01";83
15947;2023;"2023-01-02";"2023-02-01";83
15968;2023;"2023-02-01";"2023-02-01";83
15972;2022;"2022-10-01";"2023-02-01";83
16086;2023;"2023-02-01";"2023-02-01";83
16200;2023;"2023-02-01";"2023-02-01";83
16206;2023;"2023-02-01";"2023-02-01";83
16248;2021;"2021-12-01";"2023-02-01";83
16253;2022;"2022-07-01";"2023-02-01";83
16264;2023;"2023-02-01";"2023-02-01";83
16278;2022;"2022-11-02";"2023-02-01";83
16313;2021;"2021-12-01";"2023-02-01";83
16317;2014;"2014-10-31";"2023-02-01";83
16360;2023;"2023-02-01";"2023-02-01";83
16372;2022;"2022-05-03";"2023-02-01";83
16376;2012;"2012-09-18";"2023-02-01";83
16388;2023;"2023-02-01";"2023-02-01";83
16396;2023;"2023-02-01";"2023-02-01";83
16424;2022;"2022-07-01";"2023-02-01";83
16438;2023;"2023-02-01";"2023-02-01";83
16439;2023;"2023-02-01";"2023-02-01";83
16443;2023;"2023-02-01";"2023-02-01";83
16452;2023;"2023-02-01";"2023-02-01";83
16520;2022;"2022-12-01";"2023-02-01";83
16531;2022;"2022-09-01";"2023-02-01";83
16553;2022;"2022-09-01";"2023-02-01";83
16558;2023;"2023-02-01";"2023-02-01";83
16581;2021;"2021-10-01";"2023-02-01";83
16590;2023;"2023-02-01";"2023-02-01";83
16593;2022;"2022-06-01";"2023-02-01";83
16615;2022;"2022-06-01";"2023-02-01";83
16623;2022;"2022-05-03";"2023-02-01";83
16633;2023;"2023-02-01";"2023-02-01";83
16634;2023;"2023-02-01";"2023-02-01";83
16635;2022;"2022-06-01";"2023-02-01";83
16657;2023;"2023-02-01";"2023-02-01";83
16660;2022;"2022-11-02";"2023-02-01";83
16662;2023;"2023-02-01";"2023-02-01";83
16669;2023;"2023-02-01";"2023-02-01";83
16683;2023;"2023-02-01";"2023-02-01";83
16685;2023;"2023-02-01";"2023-02-01";83
16717;2023;"2023-02-01";"2023-02-01";83
16727;2023;"2023-01-02";"2023-02-01";83
16739;2022;"2022-12-01";"2023-02-01";83
16747;2023;"2023-02-01";"2023-02-01";83
16771;2023;"2023-02-01";"2023-02-01";83
16776;2016;"2016-04-01";"2023-02-01";83
16778;2022;"2022-11-02";"2023-02-01";83
16783;2023;"2023-02-01";"2023-02-01";83
16795;2020;"2020-11-05";"2023-02-01";83
16833;2021;"2021-11-04";"2023-02-01";83
16852;2015;"2015-08-17";"2023-02-01";83
16883;2023;"2023-01-02";"2023-02-01";83
16922;2023;"2023-02-01";"2023-02-01";83
16972;2021;"2021-06-30";"2023-02-01";83
16974;2023;"2023-02-01";"2023-02-01";83
16975;2023;"2023-02-01";"2023-02-01";83
16978;2021;"2021-12-01";"2023-02-01";83
16979;2014;"2014-11-28";"2023-02-01";83
16981;2023;"2023-01-02";"2023-02-01";83
16984;2022;"2022-08-01";"2023-02-01";83
16998;2021;"2021-02-01";"2023-02-01";83
17003;2020;"2020-08-03";"2023-02-01";83
17010;2018;"2018-11-06";"2023-02-01";83
17016;2023;"2023-02-01";"2023-02-01";83
17017;2022;"2022-08-01";"2023-02-01";83
17045;2023;"2023-01-02";"2023-02-01";83
17051;2023;"2023-01-02";"2023-02-01";83
17053;2022;"2022-04-01";"2023-02-01";83
17058;2022;"2022-12-01";"2023-02-01";83
17076;2023;"2023-02-01";"2023-02-01";83
17087;2023;"2023-01-02";"2023-02-01";83
17104;2021;"2021-08-02";"2023-02-01";83
17132;2023;"2023-02-01";"2023-02-01";83
17134;2023;"2023-02-01";"2023-02-01";83
17140;2022;"2022-08-01";"2023-02-01";83
17144;2022;"2022-11-02";"2023-02-01";83
17159;2023;"2023-02-01";"2023-02-01";83
17164;2023;"2023-02-01";"2023-02-01";83
17171;2021;"2021-12-01";"2023-02-01";83
17225;2022;"2022-05-03";"2023-02-01";83
17242;2022;"2022-09-01";"2023-02-01";83
17264;2023;"2023-02-01";"2023-02-01";83
17293;2023;"2023-02-01";"2023-02-01";83
17294;2022;"2022-03-02";"2023-02-01";83
17295;2023;"2023-02-01";"2023-02-01";83
17305;2023;"2023-01-02";"2023-02-01";83
17314;2022;"2022-11-02";"2023-02-01";83
17319;2022;"2022-09-01";"2023-02-01";83
17332;2022;"2022-12-01";"2023-02-01";83
17360;2022;"2022-07-01";"2023-02-01";83
17365;2023;"2023-02-01";"2023-02-01";83
17373;2023;"2023-01-02";"2023-02-01";83
17407;2019;"2019-08-01";"2023-02-01";83
17471;2022;"2022-03-02";"2023-02-01";83
17485;2023;"2023-01-02";"2023-02-01";83
17543;2021;"2021-10-01";"2023-02-01";83
17549;2019;"2019-10-01";"2023-02-01";83
17551;2021;"2021-10-01";"2023-02-01";83
17567;2023;"2023-02-01";"2023-02-01";83
17569;2022;"2022-08-01";"2023-02-01";83
17579;2023;"2023-02-01";"2023-02-01";83
17583;2023;"2023-02-01";"2023-02-01";83
17585;2022;"2022-02-01";"2023-02-01";83
17595;2023;"2023-02-01";"2023-02-01";83
17596;2023;"2023-02-01";"2023-02-01";83
17602;2022;"2022-12-01";"2023-02-01";83
17603;2023;"2023-02-01";"2023-02-01";83
17604;2023;"2023-02-01";"2023-02-01";83
17605;2022;"2022-08-01";"2023-02-01";83
17606;2023;"2023-02-01";"2023-02-01";83
17607;2023;"2023-02-01";"2023-02-01";83
17609;2022;"2022-11-02";"2023-02-01";83
17612;2022;"2022-09-01";"2023-02-01";83
17614;2023;"2023-02-01";"2023-02-01";83
17633;2023;"2023-02-01";"2023-02-01";83
17642;2022;"2022-09-01";"2023-02-01";83
17656;2020;"2020-03-03";"2023-02-01";83
17660;2022;"2022-10-01";"2023-02-01";83
17663;2021;"2021-09-01";"2023-02-01";83
17665;2020;"2020-12-01";"2023-02-01";83
17666;2022;"2022-03-02";"2023-02-01";83
17669;2023;"2023-02-01";"2023-02-01";83
17671;2022;"2022-10-01";"2023-02-01";83
17677;2023;"2023-02-01";"2023-02-01";83
17678;2023;"2023-01-02";"2023-02-01";83
17684;2022;"2022-07-01";"2023-02-01";83
17685;2023;"2023-02-01";"2023-02-01";83
17687;2023;"2023-02-01";"2023-02-01";83
17691;2023;"2023-02-01";"2023-02-01";83
17704;2023;"2023-02-01";"2023-02-01";83
17706;2022;"2022-08-01";"2023-02-01";83
17708;2023;"2023-01-02";"2023-02-01";83
17709;2022;"2022-09-01";"2023-02-01";83
17710;2023;"2023-02-01";"2023-02-01";83
17711;2023;"2023-02-01";"2023-02-01";83
17712;2023;"2023-02-01";"2023-02-01";83
17713;2023;"2023-02-01";"2023-02-01";83
17714;2023;"2023-02-01";"2023-02-01";83
17716;2023;"2023-02-01";"2023-02-01";83
17724;2022;"2022-02-01";"2023-02-01";83
17744;2021;"2021-10-01";"2023-02-01";83
17747;2023;"2023-01-02";"2023-02-01";83
17755;2023;"2023-01-02";"2023-02-01";83
17759;2019;"2019-04-04";"2023-02-01";83
17761;2023;"2023-02-01";"2023-02-01";83
17764;2023;"2023-02-01";"2023-02-01";83
17765;2023;"2023-02-01";"2023-02-01";83
17771;2023;"2023-01-02";"2023-02-01";83
17776;2023;"2023-02-01";"2023-02-01";83
17785;2023;"2023-02-01";"2023-02-01";83
17790;2023;"2023-02-01";"2023-02-01";83
17791;2022;"2022-11-02";"2023-02-01";83
17794;2021;"2021-06-30";"2023-02-01";83
17796;2023;"2023-02-01";"2023-02-01";83
17811;2022;"2022-08-01";"2023-02-01";83
17842;2022;"2022-08-01";"2023-02-01";83
17847;2023;"2023-02-01";"2023-02-01";83
17849;2023;"2023-02-01";"2023-02-01";83
17872;2023;"2023-02-01";"2023-02-01";83
17873;2023;"2023-02-01";"2023-02-01";83
17989;2023;"2023-02-01";"2023-02-01";83
18000;2022;"2022-12-01";"2023-02-01";83
18025;2023;"2023-01-02";"2023-02-01";83
18068;2022;"2022-08-01";"2023-02-01";83
18090;2023;"2023-01-02";"2023-02-01";83
18095;2022;"2022-12-01";"2023-02-01";83
18096;2022;"2022-12-01";"2023-02-01";83
18102;2023;"2023-02-01";"2023-02-01";83
18103;2023;"2023-02-01";"2023-02-01";83
18113;2022;"2022-05-03";"2023-02-01";83
18127;2023;"2023-01-02";"2023-02-01";83
18130;2023;"2023-02-01";"2023-02-01";83
18132;2023;"2023-01-02";"2023-02-01";83
18141;2017;"2017-11-06";"2023-02-01";83
18146;2023;"2023-01-02";"2023-02-01";83
18147;2023;"2023-02-01";"2023-02-01";83
18148;2023;"2023-01-02";"2023-02-01";83
18150;2023;"2023-02-01";"2023-02-01";83
18151;2023;"2023-02-01";"2023-02-01";83
18153;2022;"2022-05-03";"2023-02-01";83
18155;2023;"2023-02-01";"2023-02-01";83
18156;2023;"2023-02-01";"2023-02-01";83
18164;2023;"2023-01-02";"2023-02-01";83
18165;2023;"2023-02-01";"2023-02-01";83
18167;2023;"2023-02-01";"2023-02-01";83
18181;2022;"2022-11-02";"2023-02-01";83
18188;2023;"2023-02-01";"2023-02-01";83
18204;2023;"2023-02-01";"2023-02-01";83
18206;2022;"2022-12-01";"2023-02-01";83
18207;2022;"2022-10-01";"2023-02-01";83
18208;2021;"2021-03-01";"2023-02-01";83
18209;2021;"2021-12-01";"2023-02-01";83
18212;2021;"2021-06-30";"2023-02-01";83
18218;2023;"2023-02-01";"2023-02-01";83
18220;2022;"2022-05-03";"2023-02-01";83
18223;2022;"2022-04-01";"2023-02-01";83
18225;2023;"2023-02-01";"2023-02-01";83
18228;2023;"2023-02-01";"2023-02-01";83
18233;2021;"2021-04-06";"2023-02-01";83
18235;2022;"2022-07-01";"2023-02-01";83
18236;2022;"2022-12-01";"2023-02-01";83
18240;2023;"2023-02-01";"2023-02-01";83
18243;2022;"2022-10-01";"2023-02-01";83
18246;2023;"2023-02-01";"2023-02-01";83
18248;2022;"2022-06-01";"2023-02-01";83
18249;2018;"2018-12-28";"2023-02-01";83
18250;2023;"2023-02-01";"2023-02-01";83
18251;2023;"2023-01-02";"2023-02-01";83
18252;2020;"2020-02-03";"2023-02-01";83
18255;2023;"2023-02-01";"2023-02-01";83
18257;2022;"2022-09-01";"2023-02-01";83
18258;2022;"2022-07-01";"2023-02-01";83
18259;2019;"2019-03-06";"2023-02-01";83
18265;2023;"2023-02-01";"2023-02-01";83
18274;2023;"2023-02-01";"2023-02-01";83
18279;2017;"2017-07-03";"2023-02-01";83
18288;2023;"2023-01-02";"2023-02-01";83
18305;2023;"2023-02-01";"2023-02-01";83
18313;2022;"2022-11-02";"2023-02-01";83
18315;2022;"2022-01-03";"2023-02-01";83
18326;2023;"2023-02-01";"2023-02-01";83
18339;2018;"2018-03-02";"2023-02-01";83
18340;2020;"2020-03-03";"2023-02-01";83
18346;2023;"2023-02-01";"2023-02-01";83
18347;2023;"2023-02-01";"2023-02-01";83
18382;2023;"2023-02-01";"2023-02-01";83
18388;2022;"2022-08-01";"2023-02-01";83
18399;2022;"2022-12-01";"2023-02-01";83
18402;2022;"2022-11-02";"2023-02-01";83
18423;2023;"2023-02-01";"2023-02-01";83
18425;2021;"2021-10-01";"2023-02-01";83
18426;2023;"2023-01-02";"2023-02-01";83
18435;2022;"2022-07-01";"2023-02-01";83
18444;2023;"2023-01-02";"2023-02-01";83
18453;2023;"2023-02-01";"2023-02-01";83
18454;2021;"2021-12-01";"2023-02-01";83
18461;2023;"2023-01-02";"2023-02-01";83
18467;2023;"2023-02-01";"2023-02-01";83
18475;2022;"2022-10-01";"2023-02-01";83
18508;2023;"2023-02-01";"2023-02-01";83
18526;2023;"2023-02-01";"2023-02-01";83
18543;2017;"2017-10-02";"2023-02-01";83
18549;2023;"2023-02-01";"2023-02-01";83
18550;2019;"2019-02-08";"2023-02-01";83
18582;2022;"2022-06-01";"2023-02-01";83
18593;2022;"2022-12-01";"2023-02-01";83
18597;2023;"2023-02-01";"2023-02-01";83
18644;2023;"2023-02-01";"2023-02-01";83
18648;2022;"2022-03-02";"2023-02-01";83
18651;2022;"2022-07-01";"2023-02-01";83
18655;2023;"2023-02-01";"2023-02-01";83
18663;2021;"2021-12-01";"2023-02-01";83
18670;2021;"2021-12-01";"2023-02-01";83
18692;2022;"2022-11-02";"2023-02-01";83
18712;2023;"2023-02-01";"2023-02-01";83
18730;2021;"2021-11-04";"2023-02-01";83
18733;2022;"2022-08-01";"2023-02-01";83
18739;2022;"2022-11-02";"2023-02-01";83
18741;2023;"2023-01-02";"2023-02-01";83
18748;2023;"2023-02-01";"2023-02-01";83
18751;2023;"2023-01-02";"2023-02-01";83
18765;2022;"2022-09-01";"2023-02-01";83
18806;2022;"2022-08-01";"2023-02-01";83
18820;2023;"2023-02-01";"2023-02-01";83
18824;2022;"2022-10-01";"2023-02-01";83
18825;2023;"2023-02-01";"2023-02-01";83
18826;2022;"2022-08-01";"2023-02-01";83
18827;2023;"2023-02-01";"2023-02-01";83
18828;2023;"2023-02-01";"2023-02-01";83
18829;2022;"2022-11-02";"2023-02-01";83
18831;2023;"2023-02-01";"2023-02-01";83
18832;2023;"2023-02-01";"2023-02-01";83
18833;2023;"2023-02-01";"2023-02-01";83
18834;2021;"2021-10-01";"2023-02-01";83
18835;2023;"2023-02-01";"2023-02-01";83
18836;2021;"2021-04-06";"2023-02-01";83
18837;2023;"2023-02-01";"2023-02-01";83
18838;2023;"2023-02-01";"2023-02-01";83
18839;2022;"2022-08-01";"2023-02-01";83
18841;2022;"2022-10-01";"2023-02-01";83
18842;2022;"2022-07-01";"2023-02-01";83
18843;2023;"2023-02-01";"2023-02-01";83
18844;2022;"2022-12-01";"2023-02-01";83
18845;2023;"2023-02-01";"2023-02-01";83
18846;2023;"2023-02-01";"2023-02-01";83
18847;2023;"2023-02-01";"2023-02-01";83
18848;2023;"2023-01-02";"2023-02-01";83
18849;2022;"2022-07-01";"2023-02-01";83
18850;2023;"2023-02-01";"2023-02-01";83
18851;2023;"2023-02-01";"2023-02-01";83
18852;2018;"2018-08-06";"2023-02-01";83
18853;2022;"2022-11-02";"2023-02-01";83
18854;2023;"2023-01-02";"2023-02-01";83
18857;2023;"2023-02-01";"2023-02-01";83
18858;2023;"2023-02-01";"2023-02-01";83
18859;2023;"2023-01-02";"2023-02-01";83
18861;2022;"2022-10-01";"2023-02-01";83
18862;2022;"2022-09-01";"2023-02-01";83
18863;2022;"2022-02-01";"2023-02-01";83
18865;2023;"2023-02-01";"2023-02-01";83
18866;2023;"2023-02-01";"2023-02-01";83
18867;2023;"2023-02-01";"2023-02-01";83
18868;2023;"2023-02-01";"2023-02-01";83
18870;2021;"2021-06-30";"2023-02-01";83
18873;2023;"2023-01-02";"2023-02-01";83
18874;2023;"2023-02-01";"2023-02-01";83
18878;2022;"2022-12-01";"2023-02-01";83
18879;2023;"2023-02-01";"2023-02-01";83
18880;2023;"2023-02-01";"2023-02-01";83
18881;2021;"2021-04-06";"2023-02-01";83
18882;2022;"2022-11-02";"2023-02-01";83
18885;2020;"2020-12-01";"2023-02-01";83
18886;2022;"2022-03-02";"2023-02-01";83
18887;2023;"2023-02-01";"2023-02-01";83
18888;2023;"2023-02-01";"2023-02-01";83
18890;2021;"2021-08-02";"2023-02-01";83
18891;2022;"2022-01-03";"2023-02-01";83
18898;2023;"2023-02-01";"2023-02-01";83
18900;2023;"2023-01-02";"2023-02-01";83
18901;2022;"2022-11-02";"2023-02-01";83
18903;2023;"2023-02-01";"2023-02-01";83
18907;2022;"2022-08-01";"2023-02-01";83
18909;2023;"2023-02-01";"2023-02-01";83
18911;2022;"2022-11-02";"2023-02-01";83
18914;2022;"2022-10-01";"2023-02-01";83
18915;2023;"2023-02-01";"2023-02-01";83
18916;2023;"2023-02-01";"2023-02-01";83
18921;2021;"2021-09-01";"2023-02-01";83
18922;2023;"2023-01-02";"2023-02-01";83
18923;2022;"2022-09-01";"2023-02-01";83
18924;2023;"2023-02-01";"2023-02-01";83
18926;2023;"2023-02-01";"2023-02-01";83
18927;2022;"2022-04-01";"2023-02-01";83
18928;2022;"2022-12-01";"2023-02-01";83
18929;2023;"2023-02-01";"2023-02-01";83
18930;2023;"2023-02-01";"2023-02-01";83
18931;2022;"2022-12-01";"2023-02-01";83
18932;2023;"2023-02-01";"2023-02-01";83
18935;2023;"2023-02-01";"2023-02-01";83
18938;2022;"2022-11-02";"2023-02-01";83
18939;2023;"2023-02-01";"2023-02-01";83
18940;2023;"2023-02-01";"2023-02-01";83
18945;2022;"2022-03-02";"2023-02-01";83
18947;2021;"2021-10-01";"2023-02-01";83
18951;2023;"2023-02-01";"2023-02-01";83
18952;2023;"2023-02-01";"2023-02-01";83
18957;2023;"2023-02-01";"2023-02-01";83
18965;2023;"2023-02-01";"2023-02-01";83
18966;2022;"2022-07-01";"2023-02-01";83
18972;2023;"2023-02-01";"2023-02-01";83
18977;2023;"2023-02-01";"2023-02-01";83
18983;2023;"2023-02-01";"2023-02-01";83
18984;2022;"2022-11-02";"2023-02-01";83
18985;2022;"2022-08-01";"2023-02-01";83
18986;2022;"2022-08-01";"2023-02-01";83
18988;2023;"2023-01-02";"2023-02-01";83
18994;2023;"2023-02-01";"2023-02-01";83
19002;2023;"2023-02-01";"2023-02-01";83
19003;2023;"2023-02-01";"2023-02-01";83
19004;2022;"2022-12-01";"2023-02-01";83
19005;2022;"2022-12-01";"2023-02-01";83
19013;2022;"2022-05-03";"2023-02-01";83
19015;2023;"2023-02-01";"2023-02-01";83
19020;2022;"2022-11-02";"2023-02-01";83
19022;2023;"2023-01-02";"2023-02-01";83
19023;2023;"2023-02-01";"2023-02-01";83
19024;2023;"2023-02-01";"2023-02-01";83
19032;2023;"2023-02-01";"2023-02-01";83
19033;2023;"2023-02-01";"2023-02-01";83
19034;2023;"2023-02-01";"2023-02-01";83
19035;2023;"2023-02-01";"2023-02-01";83
19036;2022;"2022-09-01";"2023-02-01";83
19037;2021;"2021-08-02";"2023-02-01";83
19038;2023;"2023-02-01";"2023-02-01";83
19041;2021;"2021-04-06";"2023-02-01";83
19045;2022;"2022-03-02";"2023-02-01";83
19046;2023;"2023-02-01";"2023-02-01";83
19048;2022;"2022-08-01";"2023-02-01";83
19051;2023;"2023-02-01";"2023-02-01";83
19067;2022;"2022-11-02";"2023-02-01";83
19072;2022;"2022-06-01";"2023-02-01";83
19078;2023;"2023-01-02";"2023-02-01";83
19081;2023;"2023-02-01";"2023-02-01";83
19083;2023;"2023-02-01";"2023-02-01";83
19088;2023;"2023-02-01";"2023-02-01";83
19096;2023;"2023-02-01";"2023-02-01";83
19103;2021;"2021-10-01";"2023-02-01";83
19107;2021;"2021-11-04";"2023-02-01";83
19110;2022;"2022-07-01";"2023-02-01";83
19152;2023;"2023-02-01";"2023-02-01";83
19153;2022;"2022-10-01";"2023-02-01";83
19157;2023;"2023-02-01";"2023-02-01";83
19168;2022;"2022-03-02";"2023-02-01";83
19169;2022;"2022-12-01";"2023-02-01";83
19171;2022;"2022-12-01";"2023-02-01";83
19225;2022;"2022-10-01";"2023-02-01";83
19234;2021;"2021-05-04";"2023-02-01";83
19237;2020;"2020-11-05";"2023-02-01";83
19238;2022;"2022-11-02";"2023-02-01";83
19240;2023;"2023-02-01";"2023-02-01";83
19261;2022;"2022-12-01";"2023-02-01";83
19262;2022;"2022-12-01";"2023-02-01";83
19269;2022;"2022-01-03";"2023-02-01";83
19279;2022;"2022-08-01";"2023-02-01";83
19286;2023;"2023-02-01";"2023-02-01";83
19287;2023;"2023-02-01";"2023-02-01";83
19297;2022;"2022-11-02";"2023-02-01";83
19298;2022;"2022-08-01";"2023-02-01";83
19300;2022;"2022-10-01";"2023-02-01";83
19306;2023;"2023-02-01";"2023-02-01";83
19310;2022;"2022-01-03";"2023-02-01";83
19311;2022;"2022-11-02";"2023-02-01";83
19315;2023;"2023-02-01";"2023-02-01";83
19317;2022;"2022-06-01";"2023-02-01";83
19318;2022;"2022-07-01";"2023-02-01";83
19323;2022;"2022-09-01";"2023-02-01";83
19341;2022;"2022-08-01";"2023-02-01";83
19345;2023;"2023-02-01";"2023-02-01";83
19348;2023;"2023-02-01";"2023-02-01";83
19353;2023;"2023-02-01";"2023-02-01";83
19355;2020;"2020-09-01";"2023-02-01";83
19356;2023;"2023-02-01";"2023-02-01";83
19357;2021;"2021-04-06";"2023-02-01";83
19360;2019;"2019-09-02";"2023-02-01";83
19381;2019;"2019-12-02";"2023-02-01";83
19390;2021;"2021-06-30";"2023-02-01";83
19399;2022;"2022-12-01";"2023-02-01";83
19402;2021;"2021-11-04";"2023-02-01";83
19403;2021;"2021-11-04";"2023-02-01";83
19404;2021;"2021-11-04";"2023-02-01";83
19410;2023;"2023-02-01";"2023-02-01";83
19412;2019;"2019-09-02";"2023-02-01";83
19432;2023;"2023-02-01";"2023-02-01";83
19445;2022;"2022-10-01";"2023-02-01";83
19447;2022;"2022-04-01";"2023-02-01";83
19460;2023;"2023-02-01";"2023-02-01";83
19467;2022;"2022-02-01";"2023-02-01";83
19474;2023;"2023-01-02";"2023-02-01";83
19485;2023;"2023-01-02";"2023-02-01";83
19493;2023;"2023-02-01";"2023-02-01";83
19499;2022;"2022-10-01";"2023-02-01";83
19502;2021;"2021-11-04";"2023-02-01";83
19512;2021;"2021-11-04";"2023-02-01";83
19589;2022;"2022-09-01";"2023-02-01";83
19622;2023;"2023-02-01";"2023-02-01";83
19626;2022;"2022-11-02";"2023-02-01";83
19634;2023;"2023-02-01";"2023-02-01";83
19676;2023;"2023-02-01";"2023-02-01";83
19691;2020;"2020-03-03";"2023-02-01";83
19714;2022;"2022-04-01";"2023-02-01";83
19733;2023;"2023-02-01";"2023-02-01";83
19764;2021;"2021-08-02";"2023-02-01";83
19769;2022;"2022-11-02";"2023-02-01";83
19772;2023;"2023-02-01";"2023-02-01";83
19778;2022;"2022-08-01";"2023-02-01";83
19779;2021;"2021-11-04";"2023-02-01";83
19780;2023;"2023-01-02";"2023-02-01";83
19781;2022;"2022-11-02";"2023-02-01";83
19790;2021;"2021-06-01";"2023-02-01";83
19841;2020;"2020-10-01";"2023-02-01";83
19842;2023;"2023-02-01";"2023-02-01";83
19844;2023;"2023-01-02";"2023-02-01";83
19847;2023;"2023-02-01";"2023-02-01";83
19850;2022;"2022-10-01";"2023-02-01";83
19855;2022;"2022-11-02";"2023-02-01";83
19857;2023;"2023-02-01";"2023-02-01";83
19860;2022;"2022-12-01";"2023-02-01";83
19861;2023;"2023-01-02";"2023-02-01";83
19866;2022;"2022-11-02";"2023-02-01";83
19868;2023;"2023-02-01";"2023-02-01";83
19869;2022;"2022-06-01";"2023-02-01";83
19890;2020;"2020-11-05";"2023-02-01";83
19892;2023;"2023-02-01";"2023-02-01";83
19899;2023;"2023-02-01";"2023-02-01";83
19903;2022;"2022-08-01";"2023-02-01";83
19905;2023;"2023-02-01";"2023-02-01";83
19908;2020;"2020-11-05";"2023-02-01";83
19918;2022;"2022-08-01";"2023-02-01";83
19919;2021;"2021-02-01";"2023-02-01";83
19921;2022;"2022-11-02";"2023-02-01";83
19922;2023;"2023-01-02";"2023-02-01";83
19923;2023;"2023-02-01";"2023-02-01";83
19928;2023;"2023-02-01";"2023-02-01";83
19935;2022;"2022-09-01";"2023-02-01";83
19944;2023;"2023-02-01";"2023-02-01";83
19952;2022;"2022-04-01";"2023-02-01";83
19959;2023;"2023-02-01";"2023-02-01";83
19969;2021;"2021-11-04";"2023-02-01";83
19976;2023;"2023-02-01";"2023-02-01";83
19981;2023;"2023-01-02";"2023-02-01";83
19982;2021;"2021-10-01";"2023-02-01";83
19983;2023;"2023-02-01";"2023-02-01";83
19986;2022;"2022-10-01";"2023-02-01";83
19988;2022;"2022-02-01";"2023-02-01";83
19990;2022;"2022-10-01";"2023-02-01";83
